HMDB	Compound.Name	Pipe.ID	Tau.Method	Z.Transformation	HAKN.Adjustment	N.Datasets	Predictability.rho	Lower.Predictability.rho	Upper.Predictability.rho	Pval.rho	Lower.pred.interval	Upper.pred.interval	Q	Pval.Q	I2	Lower.I2	Upper.I2	FDR.rho
HMDB0013622	10Z-Nonadecenoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.239692691242382	0.0984219266179119	0.371493418683823	0.00100836606058501	-0.814384736333654	1.30328082939473	2.16894349074642	0.338080331231061	0.0778920665601465	0	0.904082273056272	0.00272558351029414
HMDB0000772	Nonadecanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.316266786091492	0.187351516770391	0.434471948972243	0.00000324677591517996	-0.566511939051077	1.22149895199151	0.855709412613769	0.65190612576669	0	0	0.756879933263405	0.0000188589324434921
HMDB0037397	17-Methyloctadecanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.29347263873665	0.162992537546523	0.41386369854123	0.0000172835881405375	-0.591643485903919	1.19636740513867	1.88643175109651	0.389373642599128	0	0	0.889717648475294	0.000089026784195599
HMDB0002212	Arachidic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.286585865888926	0.155664140937225	0.407612980917237	0.0000278338793210283	-0.599162801403482	1.1888480896391	1.60204057076188	0.448870754136121	0	0	0.870140536201992	0.00013501950931411
HMDB0000637	Chenodeoxycholic acid glycine conjugate	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.393095107954161	0.151221335295401	0.590557071932172	0.00196585055005322	-2.52173162133972	3.35264277489911	6.22139048922722	0.0445699575430868	0.678528457028514	0	0.906866706609209	0.00458698461679085
HMDB0000036	Taurocholic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.464948485406929	0.308738875997467	0.596735241711955	0.0000000873926609537483	-1.29111015497052	2.29832248103914	3.42821525516267	0.180124387050279	0.416606061422739	0	0.82279144160011	0.000000769619240012041
HMDB0000711	Hydroxyoctanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.111418881887992	-0.19705470153896	0.399818783894971	0.481519977687393	-3.53800893276531	3.76177574150268	9.36996428396775	0.00923289949202742	0.786552014566155	0.315309397013778	0.933458934171054	0.538307066089248
HMDB0002203	3-Hydroxycapric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	-0.0195698017107866	-0.177600743731734	0.139445066772509	0.810440051113342	-0.597283550592431	0.558138949497965	5.3220039029568	0.149680946672992	0.436302555446595	0	0.811340939039294	0.838068689219479
HMDB0000245	Porphobilinogen	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.0346914514010046	-0.16121906519761	0.227971576452814	0.730331289354198	-1.95930569920128	2.02871645615332	3.86541173116949	0.144755977856119	0.482590694317861	0	0.849045831846252	0.763909739439449
HMDB0000448	Adipic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.326487704128292	0.00717052920906773	0.585382968564468	0.0452490845082211	-0.917228098402018	1.59501175016695	44.1932738219702	0.00000000584926460398374	0.909488488766102	0.818286701180019	0.954916157930961	0.0671358699496977
HMDB0000152	Gentisic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.371865856378162	0.152965775628864	0.555981238350826	0.00120303604215147	-0.636126258967843	1.41729954200315	12.64480119979	0.00547123826438792	0.762748345932887	0.348850297058217	0.91355544338993	0.00315951985984947
HMDB0002302	Indole-3-propionic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.391310272690854	0.205483094181352	0.549902724211472	0.0000768762554182746	-0.260177696746903	1.08687026217263	11.7710696407736	0.0191373757184892	0.660183813190226	0.113522022177948	0.869737270742313	0.000299817396131271
HMDB0000355	3-Hydroxymethylglutaric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.15238725034021	0.0286129837657226	0.271559091964434	0.0160022760390411	-0.656534489507418	0.963701560732599	0.201597518635537	0.904114959290976	0	0	0	0.0288441767797389
HMDB0000216	Norepinephrine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.266135192468318	0.141653370693885	0.382331233658009	0.0000398002024340576	-0.570640649347863	1.11604020772436	0.399567490542932	0.818907826620537	0	0	0.479336696738997	0.000187335435594789
HMDB0000510	Aminoadipic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.19199255479264	0.0508564123046818	0.325610257560457	0.00792727460733269	-0.239537518743874	0.628347847526146	8.18285916685186	0.0851048774155663	0.511173305266734	0	0.820572859857009	0.0156822171579842
HMDB0000126	Glycerol 3-phosphate	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.14494037460987	-0.1536517309168	0.419277392957436	0.341625501638862	-1.2223889884651	1.51432562471736	20.65059160745	0.000124413511247068	0.854725711639287	0.641867664715044	0.941070334121271	0.395185431980548
HMDB0001202	dCMP	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.0269465057419625	-0.110496528855213	0.163378226370768	0.70166449563522	-0.867052414856491	0.920958476186093	0.332961347768019	0.846639179024307	0	0	0.375182342045486	0.737151014418332
HMDB0000026	Ureidopropionic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.406710070607989	0.257931631453873	0.536646990654261	0.00000045869111507841	-1.03439056726492	1.89771634180115	2.71334302414275	0.257516492580938	0.262901895483017	0	0.923327007440381	0.00000338439660584881
HMDB0001008	Biliverdin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.110618190289681	-0.0248212306093577	0.242069978865842	0.109174724868771	-0.769944061595905	0.992089503512604	0.296252952212863	0.862322044910084	0	0	0.297761835121522	0.141254501844428
HMDB0001859	Acetaminophen	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	-0.0111138937030596	-0.217284882367449	0.19600638748766	0.917260426546238	-2.12612076329562	2.10389206063969	3.84084365302761	0.146545132468228	0.479281069297505	0	0.847846983165622	0.924029876188645
HMDB0010169	N-Palmitoylsphingomyelin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.177289066217016	0.0323825550181996	0.314895807379214	0.0167341752451144	-0.927579189251385	1.28594395791622	2.24286630190796	0.325812521340665	0.108283896236417	0	0.907243633147095	0.0298458808319264
HMDB0003357	N2-Acetylornithine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.230656607854519	0.133144334996492	0.323746067783265	0.00000510076169501354	0.0709785363674701	0.398787183500864	2.31905938638577	0.677301180483399	0	0	0.641295495801469	0.0000284185294436469
HMDB0000812	N-Acetyl-L-aspartic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.369972159539813	0.190184114216752	0.525750087099199	0.000101674603803538	-1.62179498839548	2.39857667589156	4.12857239922769	0.126908845828119	0.515571048148719	0	0.860441753209194	0.00039094601180797
HMDB0000925	Trimethylamine N-oxide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.200347885402044	0.0208115145706214	0.367366570629947	0.0289790521325427	-0.5243266600108	0.930516581936649	7.53508926793554	0.0566636801591814	0.601862712792792	0	0.867026731281886	0.0462490760347136
HMDB0000259	Serotonin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.124716999107626	-0.00587909691250517	0.251130111044133	0.061183180211557	-0.162757206407829	0.413496669395143	0.415751307178058	0.936969763488964	0	0	0	0.0856564522961798
HMDB0000679	Homocitrulline	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.360287811477496	0.235906954550883	0.473054248170048	0.0000000647330798915465	-0.523337623433997	1.27777083608853	2.01878225519382	0.364440809983221	0.00930375484800146	0	0.896947712430819	0.000000589071027013073
HMDB0000086	Glycerophosphocholine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.0392605386149422	-0.414334417198412	0.477232276681263	0.87260106204627	-5.9318530719062	6.01041453035351	24.7590269181301	0.00000420383455855387	0.919221381090083	0.795349281163673	0.968115502793752	0.885576542522794
HMDB0000050	Adenosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.251323147223752	0.0118924497421096	0.463497293965262	0.0398661731453735	-0.633814755199466	1.14746409123488	23.8223144816793	0.0000866992433970134	0.83209020252519	0.618162264499878	0.926163138247444	0.0601296423684363
HMDB0001406	Niacinamide	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.31254407460586	0.146681764741817	0.46131249219178	0.000307483723067007	-0.262201478301708	0.908926333887681	12.1644435095995	0.0161694100684743	0.671172791682298	0.146928925381273	0.873249326876614	0.000999322099967774
HMDB0000898	1-Methylhistamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.162175655976457	-0.00527054706888963	0.320775414939444	0.057590883979509	-1.38271598454053	1.70995661228801	2.95079455923912	0.228687855971386	0.322216453958858	0	0.929496911653709	0.0814627529865593
HMDB0000089	Cytidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.345589790384444	0.139881185241368	0.522700990000424	0.00129747571477455	-0.420898840613474	1.14175215573826	19.0851491493659	0.000756239226742569	0.790412955712589	0.501228960508532	0.911930072808719	0.00327973027901345
HMDB0000014	Deoxycytidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.0810048163816069	-0.159755669265908	0.312669419045961	0.511414969804289	-0.977342571622429	1.13970796329093	13.2925409424188	0.00404484271545358	0.774309515916067	0.387017904424982	0.916904270167535	0.558465147026284
HMDB0006029	N-Acetylglutamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.0811380200321693	-0.128148668719787	0.283506287570773	0.448262669491193	-0.790508858240566	0.953142419777128	9.03658766340414	0.0288083680601827	0.668016278738795	0.0297653352047687	0.886405634449582	0.507783023946456
HMDB0013253	N-Acetylhistamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.415528035035086	0.0646892558406311	0.674944331301918	0.0216586118460588	-4.13811713841935	5.0226662328924	15.1391172936551	0.000515920101344539	0.86789190140972	0.621660228844787	0.953870697601128	0.0362748529691659
HMDB0001149	5-Aminolevulinic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.130959877005618	-0.338221752523325	0.547998239927745	0.593612792925544	-5.87726463439011	6.14069733854218	22.9485924358168	0.0000103938505714175	0.91284868535647	0.775010739374235	0.966241270258987	0.638016899482967
HMDB0003459	D-Alanyl-D-alanine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.239183317546648	0.114995228777522	0.356009896445581	0.000196799822801349	-0.588503454909346	1.07631884313894	0.83911477156539	0.657337702448588	0	0	0.752071901780864	0.000697744826295692
HMDB0002024	Imidazoleacetic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.293646225288415	0.127806507418172	0.443512149545688	0.00065642915511106	-0.377474986548131	0.982578818696077	6.88915153703844	0.0755160807126605	0.564532731807252	0	0.855629508258535	0.00190643786537574
HMDB0000206	N6-Acetyl-L-lysine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.218226372373474	-0.00958104391000584	0.424499131925986	0.0602716947688919	-0.610510486048311	1.05409655295676	21.2165351347321	0.000286850322741449	0.811467802136463	0.560937069471582	0.91904488591538	0.0848153230510695
HMDB0003431	L-Histidinol	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.263304862260861	0.0700939935574423	0.437474425527523	0.00805136017403087	-1.7564641848424	2.29577650391631	3.94037092179056	0.139430994819857	0.4924335704185	0	0.852548779171739	0.0158131030756146
HMDB0001185	S-Adenosylmethionine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.346526574171733	0.0722028960218842	0.57210941022182	0.0142771295011397	-2.97305326212811	3.69603504206503	8.06434927038083	0.0177357192675505	0.751994868656581	0.179478716992182	0.925039671186591	0.0261587674752426
HMDB0001257	Spermidine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	5	0.0919388703834535	-0.140509630725011	0.314781415188772	0.439269491779833	-0.740314347240141	0.92471282277433	19.4498179437447	0.000641090455634309	0.794342548008968	0.512462550990378	0.91324771533887	0.501759712367759
HMDB0001186	N1-Acetylspermine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.311137561403384	-0.00581458648698667	0.571281716229274	0.054207077033081	-3.55271773855275	4.19632654804425	10.3735400267018	0.00559003341971484	0.807201785036551	0.395394926403128	0.938519947456021	0.0778870106843742
HMDB0000802	Pterin	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.15379157388611	0.0395089995481619	0.264102627120476	0.00851833633775553	-0.0985146820026611	0.408557805046781	0.970876669449936	0.808298444858912	0	0	0.526855541318778	0.0166107558586233
HMDB0011170	gamma-Glutamylisoleucine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.0307475334250893	-0.0965241042014711	0.157029877166378	0.636568863124193	-0.796346250042231	0.857860707259739	1.86194195637036	0.394170793258115	0	0	0.88826712412274	0.676199609466556
HMDB0001565	Phosphorylcholine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.207544782973831	0.0874845297930114	0.321661923305131	0.00078292411052553	-0.755077263152572	1.17628573967007	2.36665210367647	0.306258411359031	0.154924377396616	0	0.912095179017392	0.00224987665445757
HMDB0000759	Glycylleucine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.260205943451602	-0.00838140779723375	0.49377494979405	0.0574115697814323	-3.06370971111769	3.59636829938757	11.9839751857393	0.00249869272750728	0.833110468855113	0.49399637425452	0.944956687682373	0.0814627529865593
HMDB0011756	N-Acetylleucine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.05823456049119	-0.0980464684709084	0.211712491299208	0.465768963495712	-0.572380869308115	0.688981918016183	7.36006774806155	0.0612650463345571	0.592395056310437	0	0.864176489212203	0.523271304668022
HMDB0060493	N-Acetylmuramate	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.0335509565280743	-0.105230888926665	0.171050887112856	0.636476517598893	-1.26118926282989	1.32831637103436	3.08723503134783	0.213606975482954	0.352171124099081	0	0.790789675855439	0.676199609466556
HMDB0000512	N-Acetyl-L-phenylalanine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.217680206342326	-0.0696004208083496	0.47162054145861	0.136140488142014	-3.29866138356027	3.74110064073992	11.6258936705471	0.00298861014148294	0.827970214017459	0.474635344411987	0.943669131620444	0.172066450290601
HMDB0013713	N-Acetyltryptophan	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	-0.0101715675861841	-0.180553376158123	0.160802916993298	0.907927495854059	-1.78792699084934	1.76758315406115	4.0832889484554	0.129815057736217	0.510198757607749	0	0.858649351954958	0.918015579141326
HMDB0011757	N-Acetylvaline	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.26213502619	0.0820605067140783	0.425634977282998	0.0047147548771609	-1.78952510673718	2.32632429238257	5.50388667067821	0.0638037485701672	0.636620424861773	0	0.896014927894636	0.0101348667831884
HMDB0001015	N-Formyl-L-methionine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.295853663613804	0.160823391468952	0.420012271320122	0.0000281908865600889	-0.957243839172137	1.56718259708865	2.80312573012258	0.246211867167973	0.286510776699075	0	0.925782804793171	0.00013501950931411
HMDB0000857	Pimelic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.545454128677474	0.339712243131176	0.70137771268535	0.00000338105751884688	-2.48010139362975	3.70387563866341	10.3236993979019	0.00573108908600182	0.806270996188976	0.391809832163968	0.938290802938909	0.0000192297646384416
HMDB0001545	Pyridoxal	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.229696923413709	0.0362340263472297	0.40656499873317	0.0203687273784441	-1.99622312130173	2.46396209221567	6.20163848958602	0.0450123111825972	0.677504581513666	0	0.90660714482739	0.0347541410894702
HMDB0003072	Quinic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	4	0.172389815782771	0.0651914271150589	0.275654656273047	0.00171542349594879	-0.132761046552953	0.481018317191812	3.57858651309622	0.310711832643246	0.161680180422864	0	0.871635095440051	0.00410934151517702
HMDB0000279	Saccharopine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.32883238047696	0.0977904798560219	0.526241595721611	0.00596146275308149	-2.55067409205549	3.23371110694334	9.40789537635424	0.0090594425621457	0.787412601863453	0.318667548650621	0.933669089506949	0.0120554024562314
HMDB0000943	Threonic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.145906558117999	0.0254912953177969	0.262148380997105	0.0177206746592273	-0.805352623588336	1.09926337559316	2.36176935541229	0.307007016162632	0.153177258644352	0	0.911913443611654	0.030813657209994
HMDB0000303	Tryptamine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.405940294412478	0.168181410430254	0.599064814032097	0.00121519994609595	-2.51270071323143	3.37418249107588	6.9956352645983	0.0302633571798637	0.714107450666978	0.0297696360199758	0.915757584179444	0.00315951985984947
HMDB0000763	5-Hydroxyindoleacetic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.0908258635623122	-0.147709443418699	0.319375654118339	0.456774372633776	-2.5213274569039	2.70348117316194	5.44594989827487	0.0656790716000924	0.63275460895563	0	0.894986778913803	0.515286792268681
HMDB0001123	2-Aminobenzoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.144916119525792	-0.359093558189134	0.583485995339687	0.583555012957211	-6.34330027355177	6.63518735885805	23.0595464071808	0.00000983293390845849	0.913268025108369	0.776361372984652	0.966363433862048	0.629685844021022
HMDB0003331	1-Methyladenosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.0220357281317402	-0.237198400938808	0.278340200743982	0.869951865647808	-3.1372929844008	3.18137157605094	10.2776053997711	0.00586470732615579	0.805402141626828	0.388460954160955	0.938077009569407	0.885576542522794
HMDB0000719	L-Homoserine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	DL	ZCOR	FALSE	3	0.249720547798216	0.0680575927023029	0.415355928673865	0.00748250587754804	-1.78591369454476	2.29614319801919	5.16393162121243	0.0756251929971307	0.612698202318484	0	0.889564050839742	0.0149103949238731
HMDB0000317	2-Hydroxy-3-methylpentanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	3	0.370985246524778	0.231588037170852	0.495454228594739	0.000000677362896077919	-0.686715070010857	1.4658452765392	0.698513123940486	0.705212176432585	0	0	0.702167185738493	0.00000560363850391733
HMDB0000039	Butyric acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	6	0.311221574234626	0.191188733115744	0.42208322912913	0.000000881434942087689	0.0200376417192862	0.623757208240021	4.81086351787717	0.439396165717864	0	0	0.736270157491918	0.00000687519254828398
HMDB0004072	4-Hydroxystyrene	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	3	0.362283672891712	0.119086608316517	0.564470298117186	0.0042037771881843	-2.41015004502992	3.16917423066073	5.87863945514336	0.0529017040711402	0.659785224921363	0	0.902074439263215	0.00948455514358936
HMDB0000020	p-Hydroxyphenylacetic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	7	0.242028115827434	0.0499270748335532	0.416860343251581	0.0140021247090795	-0.408642201438053	0.902496808383653	27.4689072742736	0.000118259613478704	0.781571216499778	0.547620961476129	0.894532837734767	0.0260039458882904
HMDB0000779	Phenyllactic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.327178592640347	0.130051730328158	0.499423830066538	0.00143628342632868	-0.504137683859084	1.18346836642523	8.34439082127646	0.0394054036337943	0.640477050481549	0	0.878431157626974	0.00400107525905847
HMDB0000784	Azelaic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	6	0.596825524502757	0.499266750409293	0.679440762378109	0.000000000000000000000524171227718042	0.296462990073702	1.07994049020455	8.05369162920431	0.153301295558143	0.37916669395821	0	0.753067092503006	0.000000000000000000143098745167025
HMDB0000888	Undecanedioic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	5	0.378177086255927	0.164831763891706	0.557716252681761	0.000757585206745802	-0.421050911336006	1.21691251666103	19.2849807373763	0.000690816825839195	0.792584703377609	0.507442240259851	0.912657745366451	0.0025361285526657
HMDB0000866	N-Acetyl-L-tyrosine	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	5	0.122480070553412	-0.100922844453787	0.334124395255202	0.282225667900423	-0.664050440427489	0.910246638666006	17.4174133373884	0.00160331231771725	0.770344773789483	0.443278838596005	0.905264023388666	0.334989597116588
HMDB0000806	Myristic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.176863439235109	-0.049666744252714	0.386087204710837	0.125151875411525	-0.775982944325691	1.1334689030478	8.4964435235874	0.0367921658597989	0.646911087954442	0	0.880303639552705	0.163475894676298
HMDB0000623	Dodecanedioic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	6	0.367661656509863	0.168967668121031	0.537639440425928	0.000440761903261017	-0.340865731684569	1.11229886764413	34.2453750810641	0.00000212763056950478	0.853994882866249	0.701599658613623	0.928560757905977	0.001626054048517
HMDB0002261	2-Hydroxymyristic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	3	0.169723360427208	0.00526418402247599	0.325243117383623	0.0431686196506986	-1.07999654563735	1.42276015544412	0.788412794504191	0.674214885778991	0	0	0.736127913001942	0.0657307823745379
HMDB0003229	Palmitoleic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.159464752107027	-0.0513236431493105	0.356651086079481	0.137407370487658	-0.702052870569243	1.02372773880072	7.78116756674067	0.0507575780824988	0.614453746912866	0	0.870781177826428	0.176944396901559
HMDB0000220	Palmitic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.282969332815163	0.0554646111620868	0.482541776801256	0.0154238381206765	-0.702505431849801	1.28431928225169	9.6964131472129	0.0213310940130267	0.690607242652165	0.106318666663622	0.892888130557756	0.0278498979375217
HMDB0000872	Tetradecanedioic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.0466391691124687	-0.201708101634628	0.289351646340064	0.715721444241619	-1.02973053018086	1.12307659020321	10.0430862829659	0.0182034145544337	0.701287043098662	0.142499152751518	0.895942457774757	0.750748934058809
HMDB0031057	2-Hydroxyhexadecanoic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.21445852068747	0.0084985020196841	0.402963264211873	0.0413968301755624	-0.628651630771063	1.06433196266778	7.06399280501219	0.0698858335498602	0.57531100571459	0	0.858966310544052	0.0638493482368844
HMDB0001388	alpha-Linolenic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.244983440158685	0.0524771520688856	0.419934437917835	0.0130976020146382	-0.528119274704398	1.02825709986424	6.63441983821978	0.0845094188448393	0.547812759343703	0	0.850366767039067	0.0246596231034223
HMDB0000673	Linoleic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.235416874176578	0.0893509269131944	0.371569815763162	0.00175976471796467	-0.24425917735671	0.724092167670048	3.54403487141139	0.315095694252083	0.153507200451086	0	0.870383635353402	0.00470995850984663
HMDB0000207	Oleic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.217496429457066	0.0749197725744817	0.3513587394157	0.00299901794450708	-0.232979688055894	0.675033124926142	2.60392174883365	0.456802428438301	0	0	0.823587280831739	0.00724541503407462
HMDB0000827	Stearic acid	Trans'=RELATIVE~Model=RF~Tuning=FALSE~Shuff'=FALSE	SJ	ZCOR	FALSE	4	0.335467521302711	0.1419144001774	0.504313533985903	0.000904298138308059	-0.47886383232654	1.17681679122235	5.57780585374664	0.134058323633748	0.46215410169128	0	0.821162711017797	0.00284926700393168
